Event ID,Date,City,ZIP,Latitude,Longitude,Hazard Type,Time,Policyholders,Claim References,Building Loss,Contents Loss,Basement/Foundation Loss,Elevator/Utility Loss,Total Loss
EVT4000,2023-09-10,New York,11301,40.7058,-74.0093,FLD,05:34,"Taylor Brown, Douglas Wright, Evelyn Walker DDS","CLM20051, CLM20052, CLM20053",129408.88,88286.02,82165.45,43175.8,343036.15
EVT4000,2023-09-10,New York,10947,40.7129,-74.0083,FLD,12:17,"Robert Lee, Vicki Perez, Colleen Medina MD, Tanya Odom",CLM20054,220357.28,48311.02,13746.81,17543.14,299958.25
EVT4000,2023-09-10,New York,11403,40.7112,-74.002,FLD,10:53,"Rebecca Cole, Gary Singleton, Donald Ellis, Amanda Carroll, Hannah Gonzalez, Lisa Castro, Courtney James",CLM20057,269019.5,142088.7,37635.7,48617.32,497361.22000000003
EVT4000,2023-09-10,New York,11684,40.6936,-74.0063,FLD,01:51,"Betty Carpenter, Theresa White, Anita Dominguez",CLM20060,156723.44,12192.95,61737.3,25631.27,256284.96
EVT4000,2023-09-10,New York,10549,40.7109,-74.003,FLD,02:13,"Tanya Pope, Martha Thomas, Donna Anderson, Jessica Hernandez, Derek King","CLM20063, CLM20064",89549.54,100443.29,98593.74,12860.71,301447.28
EVT4000,2023-09-10,New York,10645,40.7242,-73.9985,FLD,06:41,"Omar Arnold, Dr. Cynthia Wilson DDS, Chris Wilson, Carl Martinez, Amy Davis, Ruben Byrd, Susan Best","CLM20066, CLM20067, CLM20068",134066.02,147002.19,38042.75,31982.99,351093.94999999995
EVT4000,2023-09-10,New York,11317,40.7187,-73.9841,FLD,14:09,"Dr. Bradley Austin PhD, Vickie Johnson, Jeffery Davis, Tina Martinez, Kristen Jacobs, Richard Bailey","CLM20069, CLM20070",63339.09,167883.99,33436.45,10139.41,274798.93999999994
EVT4000,2023-09-10,New York,10506,40.7138,-74.011,FLD,23:35,"Jessica Edwards, Mr. Anthony Wood, Aaron Pollard, Walter Smith, Sean Delgado",CLM20072,345230.89,8234.63,52185.12,12098.29,417748.93
EVT4000,2023-09-10,New York,11530,40.7022,-74.0013,FLD,18:27,"Terry Le, Joshua Lutz, Kenneth Rivera, Johnny Hudson, Harold Taylor, Christopher Lang, Phillip Blair","CLM20075, CLM20076",351650.11,80413.39,93799.54,7738.53,533601.5700000001
EVT4000,2023-09-10,New York,10742,40.705,-74.0092,FLD,07:08,"Steven Hartman, Paul Smith, Patrick Coleman, James Payne, Christopher Richardson, Michael Alvarado, Cheryl Fisher","CLM20078, CLM20079",463852.94,176081.17,27278.28,33339.22,700551.61
EVT4000,2023-09-10,New York,10187,40.7151,-73.9929,FLD,01:55,"Tyrone Smith, Jeffrey Mack, Scott Silva, David Anthony, Diane Franco, Xavier Knapp, Samantha Gomez","CLM20081, CLM20082",274232.28,52161.2,11124.07,44963.57,382481.12000000005
EVT4000,2023-09-10,New York,11286,40.7154,-73.9982,FLD,05:50,"Leslie Castillo, Danielle Patel, Angela Scott",CLM20084,182734.3,73095.87,73143.66,44958.4,373932.23
EVT4000,2023-09-10,New York,10131,40.7153,-74.0025,FLD,12:24,"Monica Lee, Monica Morse, Tyler Taylor, Jason Trevino, Edward Murphy, Diana Doyle","CLM20087, CLM20088, CLM20089",328175.19,21407.29,17839.61,45029.16,412451.25
EVT4000,2023-09-10,New York,11084,40.7157,-74.0131,FLD,08:35,"Regina Terry, Sandra Herring, Cristian Padilla, Diane Odonnell, Beth Bond, Emily Austin, Carol Chan","CLM20090, CLM20091",22429.56,36357.57,55775.91,34902.86,149465.90000000002
EVT4000,2023-09-10,New York,11477,40.7009,-73.9994,FLD,03:43,"Steven Lara, Blake Doyle, Christina Miller","CLM20093, CLM20094, CLM20095",361846.03,51263.57,33889.17,37578.08,484576.85000000003
EVT4000,2023-09-10,New York,11575,40.7224,-74.0019,FLD,20:21,"Eric Carter, Tracy Moore, Jesse Walsh, Paula Montgomery, Ricardo Gibbs, Katherine May, Debbie Copeland","CLM20096, CLM20097",335654.19,115820.18,11180.13,19018.07,481672.57
EVT4000,2023-09-10,New York,10891,40.7039,-74.0142,FLD,05:29,"Karen Potts, Larry Wood, Kevin Moss","CLM20099, CLM20100",487045.07,81654.06,89420.56,31925.79,690045.48
EVT4000,2023-09-10,New York,11474,40.7129,-73.9915,FLD,08:32,"Mrs. Kristi Rivas, Jill Jenkins, Brandon Wu","CLM20102, CLM20103, CLM20104",296913.86,101040.95,21133.81,36400.15,455488.77
EVT4000,2023-09-10,New York,10218,40.7021,-74.0012,FLD,20:19,"Eric Smith, Jennifer Hardy, Jason Mcmahon, Brady Dickson","CLM20105, CLM20106, CLM20107",471420.12,191016.07,91656.71,19137.78,773230.6799999999
EVT4000,2023-09-10,New York,10408,40.7175,-74.0067,FLD,04:23,"Gerald Bailey, Kathryn Jenkins, Vincent Foster, Sheryl Lee, Nicole Parker, Margaret Pacheco, Lee Brown","CLM20108, CLM20109, CLM20110",482537.59,171336.84,30855.99,19869.79,704600.2100000001
EVT4000,2023-09-10,New York,11595,40.7083,-73.9974,FLD,16:58,"Cheryl Gay, Nicole Davenport, Jon Nguyen, Jessica Berry","CLM20111, CLM20112, CLM20113",101356.52,113576.25,93743.17,35105.46,343781.4
EVT4000,2023-09-10,New York,10664,40.704,-74.0045,FLD,15:01,"Matthew Fernandez, Michael Ochoa, Gregory Murphy","CLM20114, CLM20115, CLM20116",315203.47,198060.5,15728.23,26398.15,555390.35
EVT4000,2023-09-10,New York,11653,40.7164,-74.0004,FLD,09:15,"Joshua Santiago, Jason Huynh, Taylor Gates","CLM20117, CLM20118",354567.56,141984.4,37230.13,15386.0,549168.09
EVT4000,2023-09-10,New York,11162,40.718,-74.0009,FLD,02:05,"Brandon Stephens, Jared Smith, Sheila Wells",CLM20120,436194.71,183081.91,52111.56,25574.3,696962.48
EVT4000,2023-09-10,New York,11558,40.7185,-73.9946,FLD,17:49,"Richard Mullen, Melinda Johnson, John Williams, Curtis Armstrong, Alyssa Willis, Holly Holmes",CLM20123,356944.1,160179.57,89220.52,17561.76,623905.95
EVT4000,2023-09-10,New York,11352,40.7051,-74.0084,FLD,15:35,"Nicole Jackson, Valerie Tucker, Brian Wade MD, Christopher Hanna",CLM20126,297574.47,12008.74,47628.61,27589.59,384801.41
EVT4000,2023-09-10,New York,11081,40.7197,-74.0221,FLD,19:27,"Robert Davis, Anita Sosa, Susan Bowman, Levi Harrison","CLM20129, CLM20130",34640.12,12282.9,82614.85,18649.34,148187.21000000002
EVT4000,2023-09-10,New York,11547,40.7134,-74.0168,FLD,23:44,"Erin Landry, Kevin Juarez, Jonathan Young, Kristen Tran","CLM20132, CLM20133, CLM20134",389596.91,47085.1,63043.27,5182.03,504907.31
EVT4000,2023-09-10,New York,10639,40.7133,-74.0125,FLD,12:42,"Anne Anderson, Jasmine Sanders DVM, Brittany Moss, Micheal Gibson","CLM20135, CLM20136, CLM20137",279504.86,129298.83,73156.95,48816.75,530777.39
EVT4000,2023-09-10,New York,11060,40.6925,-74.0041,FLD,14:07,"Megan Olson, Heidi Miller, Sarah Roberts, Chad Garcia, Marissa Williams","CLM20138, CLM20139",401689.37,57812.29,45019.2,4844.36,509365.22
EVT4000,2023-09-10,New York,10132,40.7178,-73.9973,FLD,10:01,"Amy Miller, Shannon Lawson, Brandi Harrison, Kenneth Holloway",CLM20141,216297.41,38792.39,17330.83,13261.9,285682.53
EVT4000,2023-09-10,New York,10472,40.7305,-74.002,FLD,18:14,"Kenneth Cook, Ms. Kimberly Poole, Aaron Allen, Michael Fleming, Mrs. Janet Brown MD, Lindsay Evans, Scott Scott PhD","CLM20144, CLM20145, CLM20146",336894.74,59587.11,95576.8,37156.95,529215.6
EVT4000,2023-09-10,New York,11450,40.734,-73.9957,FLD,20:03,"Todd Baker, Brenda Mills, Nicole Montgomery",CLM20147,221408.03,53307.54,36885.32,38134.46,349735.35000000003
EVT4000,2023-09-10,New York,10065,40.7172,-73.9983,FLD,10:04,"Justin Porter, Judy Robles, Timothy Walker, John Holmes",CLM20150,247603.44,24077.66,50178.36,24200.12,346059.57999999996
EVT4000,2023-09-10,New York,10571,40.7103,-74.0185,FLD,21:31,"Patricia Young, Patrick Brown, Matthew Harris, Dana Perkins, Austin Johnson, Brenda Arnold, Elizabeth Sutton",CLM20153,211282.27,125090.77,64239.18,3219.9,403832.12
EVT4000,2023-09-10,New York,10271,40.7272,-74.0204,FLD,23:59,"James Murphy, William Webster, Andrew Bishop, Lisa Young","CLM20156, CLM20157, CLM20158",261505.4,172015.52,66551.98,8983.79,509056.68999999994
EVT4000,2023-09-10,New York,10969,40.7148,-74.012,FLD,07:50,"Paul Diaz, Jerry Morse, Christine Powers, Yvonne Casey, Karen Smith, Justin Rogers, Taylor George","CLM20159, CLM20160, CLM20161",32725.43,119226.24,94142.56,29198.23,275292.46
EVT4000,2023-09-10,New York,10390,40.7287,-74.0184,FLD,03:06,"Lori Hardy, Rachel Yu, Christine Ward, Jack Stevens, Cathy Howard, Antonio Potter","CLM20162, CLM20163",239961.39,111395.27,94263.55,19919.03,465539.24
EVT4000,2023-09-10,New York,10868,40.7156,-74.0122,FLD,13:29,"Heather Bowers, Sarah Russell, Anthony Patel, Gabriel Moore, Arthur Watkins, Michael Scott","CLM20165, CLM20166",54170.55,67200.25,84797.78,2140.32,208308.90000000002
EVT4000,2023-09-10,New York,11339,40.7069,-73.9975,FLD,20:06,"Darren Ramirez DDS, Steven Conley, Juan Taylor","CLM20168, CLM20169, CLM20170",76719.12,140863.75,63636.4,43996.13,325215.4
EVT4000,2023-09-10,New York,11492,40.7209,-73.9997,FLD,10:51,"Kathy Wang, Jessica Peters, Eric Elliott","CLM20171, CLM20172",155376.59,39600.71,75560.25,40534.9,311072.45
EVT4000,2023-09-10,New York,10393,40.7126,-74.0048,FLD,06:34,"Austin Horn, Levi Escobar, Alexandra Reed",CLM20174,198568.68,156400.53,35398.75,46607.11,436975.06999999995
EVT4000,2023-09-10,New York,10865,40.7106,-73.995,FLD,05:17,"Andrew Cole, Ashley Wilson, Amber Rose, Ricardo Harvey, Sherry Patel, Samuel Roberts",CLM20177,380418.11,152135.86,12106.14,45225.09,589885.2
EVT4000,2023-09-10,New York,10155,40.7259,-74.0058,FLD,14:51,"Jennifer Berry, Amy Fitzpatrick MD, Lynn Johnson, David Stewart, Kathryn Obrien, Victoria Lang",CLM20180,173623.81,179627.03,40141.76,1531.04,394923.63999999996
EVT4000,2023-09-10,New York,10104,40.716,-74.0073,FLD,20:34,"Jonathan Myers, William Benjamin, Terry Gay, Lindsey Cain PhD, Marc Beltran, Erika Wyatt, Jon Santos",CLM20183,476291.43,116820.39,63920.05,22973.83,680005.7
EVT4000,2023-09-10,New York,11544,40.7027,-74.0181,FLD,07:10,"Antonio Robinson, Devon Ramirez, Sheri Waters",CLM20186,342808.86,151713.03,79574.75,39691.29,613787.93
EVT4000,2023-09-10,New York,10986,40.7127,-74.015,FLD,06:55,"Sarah Sharp, Christina Conley, John French, Justin Baker, Brianna Williams, Evan Martin","CLM20189, CLM20190",47628.2,112158.13,45269.99,44497.5,249553.82
EVT4000,2023-09-10,New York,10338,40.7045,-74.0092,FLD,12:00,"Maria Stewart, Kim Holmes, Laurie Potter, Nicole Moody, Stephanie Lyons, Amanda Lee MD",CLM20192,88636.01,153494.57,62585.37,5955.01,310670.96
EVT4000,2023-09-10,New York,11606,40.7152,-74.0111,FLD,14:18,"Melissa Perry, Courtney Nunez, Teresa Rodriguez, Bethany Jones, Melissa Melton, Yvonne Cox","CLM20195, CLM20196",54926.24,165262.71,71211.74,4986.09,296386.78
EVT4000,2023-09-10,New York,11497,40.6983,-74.0201,FLD,17:42,"Paige Arnold, Melanie Myers, Julia Rogers, Lisa Smith, Chad Watkins, Jorge Chapman","CLM20198, CLM20199, CLM20200",410143.79,189713.47,98628.1,37915.53,736400.89
EVT4000,2023-09-10,New York,10389,40.7056,-74.0081,FLD,09:13,"Jessica Gray, Jennifer Acosta, Angie Johnson, Rhonda Gray, Mark Nolan, Shelby Wall",CLM20201,393030.52,113888.83,43573.76,45411.36,595904.47
EVT4000,2023-09-10,New York,11507,40.7126,-74.016,FLD,17:03,"James Wood, Brian Parker, James Carpenter","CLM20204, CLM20205, CLM20206",25449.75,96388.83,7517.72,6822.08,136178.38
EVT4000,2023-09-10,New York,10103,40.716,-74.0143,FLD,18:30,"Joshua Ford, Jeremy Wallace, Heather Rosales, David Parker, William Cunningham",CLM20207,378101.54,118756.91,96292.91,19368.66,612520.02
EVT4000,2023-09-10,New York,10323,40.7197,-74.01,FLD,01:32,"Bailey Sparks, Lori Jones, Bill Hamilton, Clayton Clark, Beth Castillo, Dominic Chavez, Caitlin Hutchinson","CLM20210, CLM20211, CLM20212",127326.0,192828.4,3191.14,48524.06,371869.60000000003
EVT4000,2023-09-10,New York,10141,40.715,-74.0059,FLD,19:04,"Michael Winters, Gary Robinson, Gina Macdonald",CLM20213,55422.35,113001.59,96991.65,26631.79,292047.37999999995
EVT4000,2023-09-10,New York,10246,40.7273,-73.9964,FLD,18:15,"Jill Delgado, Ernest Jones, Luis Gutierrez, Tracy Macias","CLM20216, CLM20217",238179.71,127373.83,59262.8,45156.74,469973.07999999996
EVT4000,2023-09-10,New York,10082,40.7347,-74.0141,FLD,19:05,"Michael Campbell, Shane Allen, Natalie Russo, Kayla Taylor, Sarah Patel, Melissa Weaver, Matthew Wolfe","CLM20219, CLM20220, CLM20221",153142.97,41683.63,47442.44,18314.26,260583.30000000002
EVT4000,2023-09-10,New York,11196,40.7052,-74.0045,FLD,18:33,"Erin Brown, Julie Bennett, Melissa Villanueva, Stephanie Bennett, Bryan Barker, Mark Berry","CLM20222, CLM20223, CLM20224",487709.51,197311.1,70419.85,27268.72,782709.1799999999
EVT4000,2023-09-10,New York,10419,40.7223,-74.0118,FLD,21:45,"Patricia Elliott, Gina Smith, Sylvia Stuart, Angela Cardenas, Suzanne Lam","CLM20225, CLM20226",348670.96,36710.3,91270.86,41304.32,517956.44
EVT4000,2023-09-10,New York,10544,40.6996,-73.9877,FLD,12:08,"Michael Dickerson, Joshua Price, Kristen Johns, Andrew Johnson, Dorothy Scott",CLM20228,467709.67,173882.46,6431.43,2291.98,650315.54
EVT4000,2023-09-10,New York,10648,40.7246,-74.0107,FLD,02:00,"Robert Powell, Victoria Rich, Joel Cole, Tiffany Kelly, Brady Rubio","CLM20231, CLM20232",493892.54,34331.29,60224.81,19663.65,608112.2899999999
EVT4000,2023-09-10,New York,11154,40.7117,-73.9936,FLD,03:04,"Parker Garrison, Paul Cole, Richard Hernandez, Vincent Bennett, Victoria Hensley, Joshua White","CLM20234, CLM20235, CLM20236",219113.36,58314.38,7524.8,43371.4,328323.94
EVT4000,2023-09-10,New York,11037,40.7129,-74.0055,FLD,08:08,"Amanda Wagner, Robin Gross, Charlene Hendricks, Patrick Martinez, Raymond Rich, Natalie Roberts, Nicole Russell",CLM20237,389113.96,189229.32,85265.44,13120.06,676728.78
EVT4000,2023-09-10,New York,10501,40.7021,-74.0074,FLD,11:18,"Nicholas Smith, Charles Manning, Timothy Bolton, Denise Ritter, Shawn Rogers",CLM20240,477944.49,123204.05,24406.99,33913.33,659468.86
EVT4000,2023-09-10,New York,11113,40.6975,-73.9932,FLD,22:19,"Kristine Garcia, Jill Rodriguez, Gary Baker, Jason Thompson","CLM20243, CLM20244",74507.64,135956.77,52990.15,38843.6,302298.16
EVT4000,2023-09-10,New York,11084,40.7246,-74.0053,FLD,00:42,"Elizabeth Mendoza, Julie Ford, Nicole Ruiz, Elizabeth Valencia, Diana Rice, Mr. Kevin Robinson Jr., Kevin Novak","CLM20246, CLM20247, CLM20248",284915.28,114382.9,87912.05,20770.66,507980.89
EVT4000,2023-09-10,New York,11359,40.7193,-73.9923,FLD,03:56,"Stephen Lang, Brian Stevens, Corey Roberts DDS, Brian Alexander, Justin Marshall, Lindsey Thomas, David Gallegos","CLM20249, CLM20250",357958.29,46528.01,15364.4,1712.69,421563.39
EVT4000,2023-09-10,New York,10237,40.7234,-74.0236,FLD,03:47,"Tonya Day, Mr. Kevin Bell, Corey Tate, George Rogers","CLM20252, CLM20253",208277.14,90307.61,90607.55,18064.52,407256.82
EVT4000,2023-09-10,New York,10558,40.7278,-74.0053,FLD,09:38,"Steven Garcia, Sarah Johnson, Tyler Charles, Adam Washington, Kevin Ball, Amanda Scott, Paul Mitchell",CLM20255,210340.54,126306.91,86511.64,47526.51,470685.60000000003
EVT4000,2023-09-10,New York,10703,40.6958,-74.0066,FLD,06:43,"Nicole Tucker, Ashley Velez, Amy Campbell, Kara Knapp","CLM20258, CLM20259, CLM20260",240385.16,196106.35,50276.57,17108.83,503876.91000000003
EVT4000,2023-09-10,New York,11001,40.6998,-73.9993,FLD,08:57,"Ashley Lee, Karen White, Wanda Williams, Willie Holloway, Kathleen Richards","CLM20261, CLM20262, CLM20263",56414.4,30131.55,14548.49,8443.23,109537.67
EVT4000,2023-09-10,New York,11300,40.7165,-74.0154,FLD,13:53,"Clayton Collins, Chelsea Jennings, Danielle Diaz",CLM20264,107302.44,72405.12,89885.26,24224.12,293816.94
EVT4000,2023-09-10,New York,10008,40.7029,-74.001,FLD,10:49,"Casey James, Scott Gay, Miss Claudia Payne, Maria Flores, Patricia Combs",CLM20267,112298.73,12969.38,18555.64,14650.93,158474.68
EVT4000,2023-09-10,New York,10537,40.7117,-74.0164,FLD,05:47,"Matthew Meza, Derrick Green, Debra Ibarra, Angela Johnson","CLM20270, CLM20271, CLM20272",119040.18,76032.62,51334.89,34829.35,281237.04
EVT4000,2023-09-10,New York,11446,40.7058,-74.0039,FLD,13:35,"Latoya Oliver, Peter Wang MD, Deborah Kelly, Ricky Gomez, Tyler Rodriguez, Ernest Young","CLM20273, CLM20274, CLM20275",439317.74,184570.12,7985.64,14567.0,646440.5
EVT4000,2023-09-10,New York,10155,40.7189,-73.9984,FLD,22:57,"Molly Smith, Natalie Cohen, Diana Sampson",CLM20276,108570.09,45823.12,38306.27,24741.63,217441.11
EVT4000,2023-09-10,New York,10074,40.6976,-73.9923,FLD,11:37,"Trevor Wright, Jennifer Walker, Isaiah Smith, Christine Owen","CLM20279, CLM20280, CLM20281",242016.66,150756.83,5594.95,13369.41,411737.85
EVT4000,2023-09-10,New York,10881,40.7186,-74.0029,FLD,04:02,"Carrie White, Juan Elliott, Nicole Rose, Timothy Russell, Rachel Walsh, Molly Hogan, Nathan Rogers",CLM20282,265605.17,108762.13,12502.86,22923.21,409793.37
EVT4000,2023-09-10,New York,11631,40.6967,-74.004,FLD,01:57,"Lauren Perry, Dawn Simpson, Angela Ortiz, Danny Hardy, Eric Thompson","CLM20285, CLM20286",149236.75,78570.41,3966.98,16781.88,248556.02000000002
EVT4000,2023-09-10,New York,11397,40.7063,-74.0168,FLD,07:42,"Evan Allen, Roger Lewis, Hayley Edwards, Christian Newton, Keith Walters",CLM20288,77485.82,178652.82,60172.06,34276.01,350586.71
EVT4000,2023-09-10,New York,11598,40.7127,-73.9912,FLD,17:56,"Adam Smith, Christine Webb, Alexa Kelly","CLM20291, CLM20292",61721.74,109735.78,59510.43,37526.53,268494.48
EVT4000,2023-09-10,New York,11535,40.7024,-74.0079,FLD,04:59,"Edward Hammond, Mary Williams, Todd Stone, Brittany White, Mrs. Makayla Collins, Brent Nelson","CLM20294, CLM20295, CLM20296",156212.43,75801.05,65299.89,28968.14,326281.51
EVT4000,2023-09-10,New York,11639,40.6988,-74.0004,FLD,05:56,"Jessica Harper, David Chandler, Nancy King, Daniel Riley",CLM20297,68855.59,34807.53,26103.86,8873.39,138640.37
EVT4000,2023-09-10,New York,10368,40.7069,-74.0146,FLD,23:59,"Alexandra Arnold, Jessica Sanchez, Stephen Knight, Taylor Taylor, Sarah Ortiz, Denise Edwards",CLM20300,103219.33,179869.26,9862.91,26701.06,319652.56
EVT4000,2023-09-10,New York,11643,40.7155,-74.0065,FLD,21:55,"Robert Allen, Chris Ellis, Michele Powell, Molly Wilson, Christopher Copeland","CLM20303, CLM20304",73778.67,82581.84,97008.1,43409.85,296778.46
EVT4000,2023-09-10,New York,10327,40.707,-73.9984,FLD,22:06,"Timothy Barr, Nicholas Briggs, Evelyn Owens, Amber Martin","CLM20306, CLM20307",102026.04,135385.43,93078.85,28281.38,358771.69999999995
EVT4000,2023-09-10,New York,10964,40.6961,-74.0006,FLD,07:12,"Laura Shepard, James Gomez, Adam English, Lisa Riley, Kristin Parker, Valerie Walsh",CLM20309,389356.61,41473.53,33720.57,21846.39,486397.10000000003
EVT4000,2023-09-10,New York,10626,40.6965,-74.0055,FLD,07:14,"Nicholas Williams, William Zamora, Tiffany Ortega, Sandra Moore, Matthew Phillips, Dr. William Hart","CLM20312, CLM20313",75121.68,124070.91,30285.79,29480.67,258959.05
EVT4000,2023-09-10,New York,10396,40.7121,-74.0181,FLD,12:21,"Alex Calderon, Beth Nelson, Ethan Gregory","CLM20315, CLM20316, CLM20317",275642.93,15105.59,34987.22,7586.32,333322.06
EVT4000,2023-09-10,New York,11584,40.7229,-74.0118,FLD,08:22,"Kaylee Brown, Hannah Hull, Francis Campbell, Heather Guzman, Tammy Freeman",CLM20318,142227.51,137893.03,76502.33,30186.3,386809.17000000004
EVT4000,2023-09-10,New York,11392,40.6881,-74.014,FLD,17:21,"Jeremy Nichols, Brandon Miller, Jason Kane, Nicole Bishop, Alan Riley, Darlene Robinson, Katie Bright","CLM20321, CLM20322",187456.77,186258.18,83400.7,48286.32,505401.97
EVT4000,2023-09-10,New York,10535,40.7165,-74.012,FLD,05:37,"Brenda Sawyer, Karl Melton, Edward Diaz",CLM20324,470403.42,40340.45,8516.63,37314.91,556575.41
EVT4000,2023-09-10,New York,10223,40.7245,-74.0035,FLD,19:27,"Brittany Marshall, Alexis Jones, Allen Bolton, Gregory Watson, Jeffrey Phillips",CLM20327,87090.74,160077.13,21759.48,9019.14,277946.49
EVT4000,2023-09-10,New York,11611,40.7167,-74.0102,FLD,10:27,"Rhonda Johnson, Samuel Reed, Tiffany Bartlett, Thomas Hutchinson, Joshua Sanders","CLM20330, CLM20331, CLM20332",339294.67,106997.76,37165.39,43982.83,527440.65
EVT4000,2023-09-10,New York,10237,40.7248,-74.0101,FLD,12:57,"Erin Higgins, Jacob Stuart, Patrick Mitchell, Jennifer Cain, Nancy Howard, Kerry Smith, Amanda Anderson","CLM20333, CLM20334, CLM20335",230784.76,78504.16,47342.62,15767.52,372399.06000000006
EVT4000,2023-09-10,New York,10522,40.713,-73.9892,FLD,01:45,"Benjamin Doyle, Taylor Perez, Daniel Holland, Randy Wyatt, Brenda Huff, Collin Holmes, David Foster",CLM20336,131462.09,180417.04,39621.34,27634.09,379134.56
EVT4000,2023-09-10,New York,11065,40.7152,-73.9983,FLD,17:43,"Alexis Shannon, William Herrera, Kimberly Cox, Lauren Hess, Sean Johnston, Donald Powers",CLM20339,76111.06,188267.26,63515.39,17410.38,345304.09
EVT4000,2023-09-10,New York,10884,40.7162,-74.0102,FLD,02:42,"Laura Walton, Linda Booker, Robert Parks, Jared Cummings","CLM20342, CLM20343",317634.92,109024.91,89601.47,39641.26,555902.5599999999
EVT4000,2023-09-10,New York,10643,40.7082,-74.0145,FLD,21:54,"William Zuniga, Anna Mckenzie, James Cooper, Andrea Ball, Jennifer Smith","CLM20345, CLM20346, CLM20347",139274.79,150069.53,5286.18,28924.59,323555.09
EVT4000,2023-09-10,New York,10616,40.7176,-74.0027,FLD,16:19,"Larry Ramirez, Lisa Gibson MD, Kristina Moore DDS","CLM20348, CLM20349, CLM20350",184199.24,165145.17,12841.91,42476.16,404662.48
